username,country,score,date_written,positive,negative,tags
Leon,España,9.0,Escrito en 9 de febrero de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']"
Vanesa,España,10.0,Escrito en 8 de febrero de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Ainara,España,7.0,Escrito en 8 de febrero de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
Pujana,España,10.0,Escrito en 8 de febrero de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Débora,España,10.0,Escrito en 7 de febrero de 2025,,,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Daouda,España,9.0,Escrito en 7 de febrero de 2025,,,"['•Viaje de negocios', '•Familia con niños pequeños', '•Apartamento Ático', '•Estancia de 6 noches', '•Enviado por móvil']"
Daouda,España,9.0,Escrito en 7 de febrero de 2025,,,"['•Viaje de negocios', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 6 noches', '•Enviado por móvil']"
Luis,Chile,8.0,Escrito en 7 de febrero de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 5 noches', '•Enviado por móvil']"
Laberit,España,10.0,Escrito en 6 de febrero de 2025,,,"['•Viaje de negocios', '•Persona que viaja sola', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches']"
Laberit,España,8.0,Escrito en 6 de febrero de 2025,,,"['•Viaje de negocios', '•Persona que viaja sola', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches']"
Ada,España,8.0,Escrito en 20 de diciembre de 2024,,,"['•Viaje de ocio', '•Pareja', '•Apartamento Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
Angela,España,10.0,Escrito en 19 de diciembre de 2024,,,"['•Viaje de negocios', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Mª,España,10.0,Escrito en 19 de diciembre de 2024,,,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Iratxe,España,9.0,Escrito en 18 de diciembre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']"
Vavera,Colombia,10.0,Escrito en 17 de diciembre de 2024,,,"['•Viaje de ocio', '•Pareja', '•Apartamento Estudio', '•Estancia de 2 noches', '•Enviado por móvil']"
Almudena,España,9.0,Escrito en 17 de diciembre de 2024,,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Martina,España,10.0,Escrito en 17 de diciembre de 2024,,,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']"
Diana,España,8.0,Escrito en 16 de diciembre de 2024,,,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Susana,España,9.0,Escrito en 16 de diciembre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Estibaliz,España,9.0,Escrito en 15 de diciembre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Maritorena,España,8.0,Escrito en 14 de diciembre de 2024,,,"['•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Miriam,España,8.0,Escrito en 12 de diciembre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 4 noches', '•Enviado por móvil']"
Jose,España,10.0,Escrito en 9 de diciembre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
María,España,10.0,Escrito en 9 de diciembre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Teresa,España,8.0,Escrito en 9 de diciembre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Natalia,España,9.0,Escrito en 6 de diciembre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Guillermo,España,10.0,Escrito en 2 de diciembre de 2024,,,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Ivan,España,8.0,Escrito en 1 de diciembre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Abraham,España,9.0,Escrito en 30 de noviembre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Isabel,España,9.0,Escrito en 28 de noviembre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Usue,España,8.0,Escrito en 28 de noviembre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches']"
Yoko,España,10.0,Escrito en 25 de noviembre de 2024,,,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Jon,España,8.0,Escrito en 25 de noviembre de 2024,,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Encinas,España,10.0,Escrito en 25 de noviembre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Mikel,España,8.0,Escrito en 24 de noviembre de 2024,,,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Lexuri,España,8.0,Escrito en 8 de octubre de 2024,,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche']"
Beatriz,España,7.0,Escrito en 6 de octubre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Josefa,España,9.0,Escrito en 5 de octubre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Maria,España,10.0,Escrito en 5 de octubre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Francisco,España,8.0,Escrito en 5 de octubre de 2024,,,"['•Viaje de negocios', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 4 noches', '•Enviado por móvil']"
Javier,España,10.0,Escrito en 4 de octubre de 2024,,,"['•Viaje de ocio', '•Persona que viaja sola', '•Apartamento de 1 dormitorio', '•Estancia de 5 noches', '•Enviado por móvil']"
Ignacio,España,9.0,Escrito en 3 de octubre de 2024,,,"['•Viaje de ocio', '•Pareja', '•Apartamento Estudio', '•Estancia de 3 noches', '•Enviado por móvil']"
Jon,España,10.0,Escrito en 2 de octubre de 2024,,,"['•Viaje de negocios', '•Persona que viaja sola', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Raquel,España,9.0,Escrito en 2 de octubre de 2024,,,"['•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 6 noches', '•Enviado por móvil']"
María,España,9.0,Escrito en 1 de octubre de 2024,,,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Bárbara,España,7.0,Escrito en 30 de septiembre de 2024,,,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches']"
Maria,España,10.0,Escrito en 30 de septiembre de 2024,,,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Kizkitza,España,9.0,Escrito en 30 de septiembre de 2024,,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 2 noches', '•Enviado por móvil']"
Armando,España,8.0,Escrito en 29 de septiembre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 5 noches', '•Enviado por móvil']"
Jennifer,España,8.0,Escrito en 29 de septiembre de 2024,,,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Merchi,España,9.0,Escrito en 27 de septiembre de 2024,,,"['•Viaje de ocio', '•Pareja', '•Apartamento Estudio', '•Estancia de 3 noches', '•Enviado por móvil']"
Teresa,España,8.0,Escrito en 26 de septiembre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']"
Soler,España,10.0,Escrito en 25 de septiembre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Ricard,España,10.0,Escrito en 25 de septiembre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Sonsoles,España,9.0,Escrito en 25 de septiembre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Miriam,España,10.0,Escrito en 23 de septiembre de 2024,,,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Alberto,España,10.0,Escrito en 23 de septiembre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Vivesfarre,España,10.0,Escrito en 23 de septiembre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento con terraza', '•Estancia de 5 noches', '•Enviado por móvil']"
Mota,España,9.0,Escrito en 22 de septiembre de 2024,,,"['•Viaje de negocios', '•Pareja', '•Apartamento Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
Mariel,España,10.0,Escrito en 22 de septiembre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Víctor,España,9.0,Escrito en 21 de agosto de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Verónica,España,9.0,Escrito en 19 de agosto de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 4 noches', '•Enviado por móvil']"
África,España,8.0,Escrito en 19 de agosto de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 5 noches', '•Enviado por móvil']"
Sandra,España,9.0,Escrito en 19 de agosto de 2024,,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Marta,España,9.0,Escrito en 19 de agosto de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 3 noches', '•Enviado por móvil']"
David,España,8.0,Escrito en 18 de agosto de 2024,,,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento Estudio', '•Estancia de 2 noches', '•Enviado por móvil']"
Daniela,España,10.0,Escrito en 17 de agosto de 2024,,,"['•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Inés,España,9.0,Escrito en 16 de agosto de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']"
Lorena,España,8.0,Escrito en 16 de agosto de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']"
Adrián,España,9.0,Escrito en 16 de agosto de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Manuel,España,8.0,Escrito en 15 de agosto de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Maria,España,9.0,Escrito en 15 de agosto de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Daniel,España,9.0,Escrito en 14 de agosto de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 4 noches']"
Ana,España,8.0,Escrito en 14 de agosto de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']"
Rosario,España,8.0,Escrito en 13 de agosto de 2024,,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche']"
María,España,9.0,Escrito en 13 de agosto de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
Ana,España,10.0,Escrito en 13 de agosto de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 5 noches', '•Enviado por móvil']"
Ramon,España,10.0,Escrito en 12 de agosto de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Irene,España,10.0,Escrito en 12 de agosto de 2024,,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 4 noches', '•Enviado por móvil']"
Alex,España,10.0,Escrito en 12 de agosto de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Espejo,España,9.0,Escrito en 12 de agosto de 2024,,,"['•Viaje de ocio', '•Pareja', '•Apartamento Estudio', '•Estancia de 5 noches', '•Enviado por móvil']"
Luis,España,10.0,Escrito en 11 de agosto de 2024,,,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Ana,España,10.0,Escrito en 11 de agosto de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 4 noches', '•Enviado por móvil']"
Carla,España,9.0,Escrito en 11 de agosto de 2024,,,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']"
Dimas,España,10.0,Escrito en 10 de agosto de 2024,,,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']"
Emilio,España,10.0,Escrito en 30 de junio de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Marta,España,10.0,Escrito en 30 de junio de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Maria,España,7.0,Escrito en 30 de junio de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento con terraza', '•Estancia de 2 noches', '•Enviado por móvil']"
Albina,España,8.0,Escrito en 30 de junio de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Cristian,España,10.0,Escrito en 30 de junio de 2024,,,"['•Viaje de negocios', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']"
Ángeles,España,10.0,Escrito en 30 de junio de 2024,,,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Sofia_sss,España,8.0,Escrito en 27 de junio de 2024,,,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 2 dormitorios', '•Estancia de 3 noches', '•Enviado por móvil']"
Rosana,España,10.0,Escrito en 27 de junio de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche']"
Juan,España,8.0,Escrito en 26 de junio de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Maria,España,7.0,Escrito en 26 de junio de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Cruz,España,8.0,Escrito en 25 de junio de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Azuha,España,10.0,Escrito en 24 de junio de 2024,,,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 5 noches', '•Enviado por móvil']"
Susana,España,10.0,Escrito en 24 de junio de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']"
Daniel,España,8.0,Escrito en 24 de junio de 2024,,,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento Estudio', '•Estancia de 3 noches', '•Enviado por móvil']"
Nidia,España,8.0,Escrito en 23 de junio de 2024,,,"['•Viaje de negocios', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Maria,España,10.0,Escrito en 20 de junio de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 4 noches', '•Enviado por móvil']"
Heriberto,España,8.0,Escrito en 19 de junio de 2024,,,"['•Familia con niños pequeños', '•Apartamento Estudio', '•Estancia de 2 noches', '•Enviado por móvil']"
Leire,España,7.0,Escrito en 19 de junio de 2024,,,"['•Viaje de ocio', '•Pareja', '•Apartamento Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
Angela,España,10.0,Escrito en 19 de junio de 2024,,,"['•Viaje de negocios', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches']"
Gorka,España,10.0,Escrito en 18 de junio de 2024,,,"['•Viaje de negocios', '•Persona que viaja sola', '•Apartamento con terraza', '•Estancia de 2 noches', '•Enviado por móvil']"
Iker,España,7.0,Escrito en 18 de junio de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Mendoza,España,8.0,Escrito en 18 de junio de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Voinea,España,10.0,Escrito en 17 de junio de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Ibañez,España,10.0,Escrito en 17 de junio de 2024,,,"['•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Nerea,España,9.0,Escrito en 17 de junio de 2024,,,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Pablo,España,9.0,Escrito en 30 de abril de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 4 noches', '•Enviado por móvil']"
Javier,España,8.0,Escrito en 30 de abril de 2024,,,"['•Viaje de negocios', '•Persona que viaja sola', '•Apartamento Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
Begoña,España,8.0,Escrito en 30 de abril de 2024,,,"['•Viaje de negocios', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche']"
David,España,9.0,Escrito en 28 de abril de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Álvaro,España,10.0,Escrito en 27 de abril de 2024,,,"['•Viaje de ocio', '•Pareja', '•Apartamento Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
Javier,España,9.0,Escrito en 25 de abril de 2024,,,"['•Viaje de ocio', '•Pareja', '•Apartamento Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
Andrea,España,10.0,Escrito en 24 de abril de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Alba,España,9.0,Escrito en 23 de abril de 2024,,,"['•Viaje de ocio', '•Pareja', '•Apartamento Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
Ines,España,10.0,Escrito en 23 de abril de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Pablo,España,8.0,Escrito en 22 de abril de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Laura,España,10.0,Escrito en 21 de abril de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Marisol,España,9.0,Escrito en 20 de abril de 2024,,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Gabriel,España,10.0,Escrito en 19 de abril de 2024,,,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Jesus,España,9.0,Escrito en 18 de abril de 2024,,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches']"
Ramos,España,9.0,Escrito en 17 de abril de 2024,,,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Gheorghita,Rumanía,10.0,Escrito en 15 de abril de 2024,,,"['•Viaje de negocios', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Paloma,España,10.0,Escrito en 14 de abril de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Ruben,España,10.0,Escrito en 8 de abril de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Berta,España,9.0,Escrito en 8 de abril de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 2 noches', '•Enviado por móvil']"
Rey,España,8.0,Escrito en 7 de abril de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento con terraza', '•Estancia de 2 noches', '•Enviado por móvil']"
José,España,10.0,Escrito en 7 de abril de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Borja,España,8.0,Escrito en 7 de abril de 2024,,,"['•Viaje de ocio', '•Pareja', '•Apartamento Estudio', '•Estancia de 2 noches', '•Enviado por móvil']"
Jose,España,10.0,Escrito en 7 de abril de 2024,,,"['•Viaje de ocio', '•Pareja', '•Apartamento Estudio', '•Estancia de 2 noches', '•Enviado por móvil']"
Santi,España,9.0,Escrito en 7 de abril de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Silvia,España,9.0,Escrito en 7 de abril de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 4 noches', '•Enviado por móvil']"
Dimitri,España,10.0,Escrito en 29 de febrero de 2024,,,"['•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 5 noches', '•Enviado por móvil']"
Miguel,España,9.0,Escrito en 29 de febrero de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Agurtzane,España,9.0,Escrito en 29 de febrero de 2024,,,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Xandre,España,10.0,Escrito en 28 de febrero de 2024,,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Jimenez,España,8.0,Escrito en 27 de febrero de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Joan,España,10.0,Escrito en 27 de febrero de 2024,,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Noelia,España,9.0,Escrito en 26 de febrero de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Beatriz,España,9.0,Escrito en 26 de febrero de 2024,,,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Virginia,España,9.0,Escrito en 25 de febrero de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']"
Aurora,España,10.0,Escrito en 24 de febrero de 2024,,,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Alvaro,España,10.0,Escrito en 23 de febrero de 2024,,,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Omar,Argentina,10.0,Escrito en 23 de febrero de 2024,,,"['•Viaje de negocios', '•Persona que viaja sola', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Castro,España,8.0,Escrito en 23 de febrero de 2024,,,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Monica,España,10.0,Escrito en 23 de febrero de 2024,,,"['•Viaje de ocio', '•Pareja', '•Apartamento Estudio', '•Estancia de 2 noches', '•Enviado por móvil']"
